ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
22915,100000,2,2,1,63,-1,2,3,0,-1,0,76867,326199,286803,272645,242580,283811,19829,10698,15383,13044,33543,49700,1
22916,10000,2,2,2,68,5,0,0,2,0,0,249397,135754,173009,21925,323958,78969,21448,51254,21848,38373,19679,494,0
22917,10000,1,1,3,74,0,0,0,-1,5,2,8357,112930,360698,135777,66582,378210,23203,33071,37639,19367,445,19587,0
22918,300000,1,3,1,48,-1,1,0,-1,-1,4,310478,341146,25393,42438,331236,237527,14928,54415,42879,40614,30,57359,0
22919,150000,2,3,1,75,0,0,7,0,1,0,153677,104135,263087,20032,248597,58423,17180,28826,10198,27367,13797,17824,0
22920,10000,2,1,2,62,-1,1,5,-1,-1,0,282242,36017,199669,368055,283093,89977,40782,25069,28337,43937,1113,4331,0
22921,20000,2,2,2,68,5,0,5,-1,0,6,397063,104024,373852,219139,112456,339694,27542,6785,28175,15006,57043,39308,1
22922,80000,2,3,2,36,0,1,-1,0,0,-1,238808,290348,367972,11889,242170,208128,29558,6636,9927,50467,46335,51496,0
22923,150000,1,3,2,30,1,0,4,4,0,2,3638,279319,134490,72172,92799,53211,45327,39563,48903,40839,44758,16859,1
22924,80000,2,3,3,35,-1,-1,2,-1,0,0,202194,377150,74006,260848,241231,69205,3931,45058,30124,15025,19112,12921,0
22925,300000,2,2,1,31,2,0,-1,-1,-1,5,257486,346667,205491,43504,15019,214190,40467,2044,28896,18307,3699,3780,0
22926,150000,1,4,2,67,0,5,0,0,-1,0,130434,114475,361014,117802,209776,212994,58129,46807,26982,26605,2476,7794,0
22927,150000,2,2,3,60,0,0,0,1,3,2,265689,6522,299171,164739,302804,373373,22717,43743,31548,24119,6861,47985,0
22928,30000,2,2,2,47,3,-1,1,2,0,4,297033,86023,260203,149391,100201,164282,45306,19712,59506,3775,35419,19480,1
22929,150000,2,4,2,33,0,-1,5,-1,7,-1,54670,170734,43070,142108,210889,78139,22222,37598,29738,20865,9128,24430,0
22930,300000,2,2,3,61,1,3,2,-1,-1,-1,181170,276849,-5671,284914,126866,64301,29812,38158,102,12877,53885,30215,1
22931,10000,1,3,1,48,-1,1,-1,5,4,0,304918,245208,330830,78571,-3745,119727,11105,18448,59641,21747,30053,43108,1
22932,200000,2,2,1,79,0,0,0,0,-1,0,9338,2653,353338,48876,-2151,308639,20476,19601,21066,59680,50968,53751,0
22933,300000,1,3,1,40,0,0,-1,0,0,0,303227,229012,-1713,157665,46991,173565,26154,31720,55749,38460,20183,26490,0
22934,80000,2,2,2,79,-1,0,0,0,-1,0,13300,62077,253066,354322,72382,382821,34516,22373,9704,21668,5624,27841,0
22935,200000,1,2,2,50,-1,0,1,1,6,2,38333,203709,295042,190701,223157,218429,5812,2037,36065,42233,29888,50764,0
22936,50000,2,1,2,49,-1,2,5,-1,-1,0,54867,250088,141498,324958,305195,314988,32791,7663,45123,5686,14866,13807,0
22937,20000,1,4,2,66,0,0,0,2,0,0,209657,393451,161112,175545,325095,153612,35586,13206,20286,45230,10551,40539,0
22938,300000,1,4,2,54,-1,-1,3,0,-1,3,127043,107322,8480,184940,262603,26196,44318,54335,44777,13039,5613,22163,0
22939,50000,2,3,1,23,-1,3,-1,-1,-1,0,169753,164105,255543,287084,236151,36102,32816,44264,32799,8289,17249,49427,0
22940,200000,2,3,1,39,2,3,0,0,6,0,184557,-9274,381246,75667,104988,187215,35326,55448,46795,20497,46483,39829,1
22941,50000,2,3,1,27,5,8,-1,1,0,-1,275981,130638,349934,61781,138733,192735,46887,22563,44011,19412,50338,34499,1
22942,50000,1,1,2,55,-1,-1,-1,0,-1,-1,45340,397540,244359,19524,354154,376103,35153,35254,16657,11512,33711,975,0
22943,150000,2,1,1,58,2,-1,-1,-1,0,0,235975,21114,193611,330026,2125,383896,58908,10205,16660,53870,37149,22908,0
22944,50000,2,3,1,70,-1,0,-1,-1,0,-1,97310,252443,220193,120026,8240,254746,56987,15025,29088,23936,40657,53997,0
22945,300000,2,2,2,68,-1,1,1,1,-1,-1,184260,15391,389618,346725,250985,78090,9091,25269,35334,5196,51772,37777,1
22946,10000,1,2,2,30,-1,-1,-1,-1,8,0,304668,344663,59002,362293,382257,51645,3909,11576,1831,45010,2722,58615,0
22947,10000,1,1,2,48,0,-1,0,-1,-1,-1,-6407,193926,52641,207067,178317,39450,558,28502,33766,34268,7642,12677,0
22948,10000,1,4,2,25,0,1,0,-1,3,-1,87733,318208,301972,134058,352190,361450,14224,53199,29374,4371,50267,52591,1
22949,30000,1,1,2,51,3,1,-1,-1,0,-1,346022,176547,222402,366131,216966,97301,43819,3777,11609,34846,25089,38840,1
22950,10000,2,2,2,46,0,-1,-1,0,-1,-1,336857,163122,389816,14537,1290,358349,39423,13481,24238,42151,39499,33732,1
22951,50000,1,3,1,53,-1,1,0,-1,1,0,258695,223615,304703,262395,125448,361147,21242,54660,27196,6119,6179,28272,0
22952,10000,2,3,2,50,2,-1,-1,2,5,-1,139912,118846,12286,83749,66996,48449,38515,50829,39169,2532,29236,28275,1
22953,200000,2,2,2,78,3,0,-1,0,-1,0,158833,191836,312620,274028,391490,197123,32230,33030,55127,14275,55691,27087,0
22954,20000,2,3,2,22,-1,-1,8,1,1,4,141917,289147,23513,320499,139670,312806,511,32311,22183,40430,13328,59606,0
22955,500000,1,2,3,61,0,0,6,-1,5,2,182254,271261,245158,54794,319671,274528,50243,9210,1404,26515,27484,55637,0
22956,300000,2,2,3,42,1,0,-1,-1,0,-1,102356,3611,54015,67622,21339,375032,37561,118,41546,40886,17925,40162,0
22957,150000,1,3,2,67,1,-1,0,0,2,0,163149,117555,33169,355007,261757,120061,42246,57978,34704,26244,33392,18549,0
22958,200000,2,4,2,29,3,0,-1,0,5,-1,357673,83317,245273,267629,36694,241123,52892,44021,21345,48617,58945,769,1
22959,200000,2,3,2,79,1,1,6,-1,-1,0,63428,364695,124477,12067,-9770,359591,30574,39988,24441,20337,21253,7468,1
22960,300000,2,2,2,78,-1,0,0,2,-1,0,399270,23731,110091,296570,272839,27585,45687,33734,38249,7032,37486,17668,0
22961,100000,2,2,2,74,0,-1,-1,-1,2,-1,274387,347543,226143,167692,91511,265958,54189,37934,46244,1827,6481,53487,0
22962,150000,1,2,2,57,0,0,0,0,0,-1,317498,335610,387489,314960,1762,256768,36883,51941,20679,36932,14280,46372,0
22963,80000,1,1,2,60,0,-1,2,0,1,0,352384,100236,284563,372692,90974,390617,25017,17158,38451,29700,7815,4741,0
22964,150000,2,1,2,58,-1,0,3,0,-1,-1,247243,43134,106558,91297,33590,397213,57657,46133,45675,29215,30757,15469,0
22965,50000,2,2,2,57,0,-1,-1,2,2,-1,43514,208532,47729,308735,397185,161686,43067,3465,24295,13089,32377,41405,0
22966,20000,2,2,2,21,0,0,-1,0,-1,2,123209,-7346,50233,375263,276539,225333,57969,51128,25574,51559,29455,25779,1
22967,500000,2,2,2,34,0,0,1,3,0,2,31780,141325,30135,219656,223589,61025,38364,49964,25944,38865,29908,16533,0
22968,150000,1,1,1,24,6,0,-1,0,-1,1,133939,33352,218539,337004,213568,180034,44211,19644,18051,36603,49891,9289,1
22969,200000,1,2,2,33,-1,5,-1,-1,5,1,314557,200329,189013,319454,128662,366393,4658,20957,58487,51175,18398,34066,0
22970,30000,1,1,1,41,2,-1,-1,2,1,0,35034,120463,50350,395030,63857,393291,44165,21360,14358,1589,41564,50007,0
22971,200000,1,2,1,70,0,-1,2,-1,1,-1,212122,265616,153667,90795,200758,132089,37961,2485,53364,24461,43814,16873,0
22972,100000,1,2,1,29,-1,1,0,4,3,0,54906,191634,-8770,163027,32403,316007,7199,48048,19634,51743,38562,36084,0
22973,10000,2,1,1,39,2,0,0,-1,-1,2,344027,305706,57261,366884,383346,100942,8058,2729,13496,31049,32868,58624,0
22974,500000,2,2,2,26,0,5,1,1,-1,1,91541,157021,283074,239899,272224,114117,21272,58429,59730,59792,20138,38707,1
22975,500000,1,1,1,39,-1,0,3,-1,6,1,150414,116592,281555,255063,214377,242369,10268,7682,33100,4020,58160,295,0
22976,300000,2,3,1,39,-1,6,6,0,1,1,309121,133744,362504,289457,197063,103452,44085,20931,29441,10718,16522,33511,0
22977,80000,1,2,2,58,-1,0,3,2,1,-1,202498,366600,392542,124518,240259,43615,48442,17298,9894,43370,32240,11606,1
22978,30000,1,3,1,76,5,-1,0,2,0,-1,128181,272614,190759,73811,300152,229328,57054,36193,44315,52780,29252,4802,1
22979,10000,1,3,2,77,-1,1,1,-1,0,0,164465,368571,138238,45038,145651,38109,25025,50745,58768,15211,54947,6235,1
22980,200000,1,3,2,76,-1,-1,0,0,0,1,11398,267877,149728,125649,173906,304961,47025,26772,22115,47594,43623,30287,0
22981,300000,2,3,3,28,4,0,1,-1,0,-1,282440,155867,370062,341521,197472,262393,59379,54802,56524,19704,48720,187,1
22982,20000,1,2,1,54,4,3,2,0,-1,-1,107563,48507,166914,320901,318374,7632,53786,54877,20850,32349,23032,13960,1
22983,150000,1,2,1,44,0,3,-1,1,-1,-1,279170,352427,346260,135255,319694,308231,52603,37448,57301,26197,56021,6540,0
22984,10000,1,2,2,49,1,1,-1,0,1,3,154689,282388,246586,41003,-5384,200860,22719,21143,41826,36912,2592,10302,1
22985,200000,2,1,3,49,0,8,-1,0,-1,-1,43952,238596,312830,48976,326321,343678,44332,56318,43334,36376,58841,10183,0
22986,10000,1,2,3,42,-1,0,4,0,0,-1,215313,70431,43618,20207,388032,301388,12007,40607,33904,9510,17410,52216,0
22987,500000,1,2,2,57,-1,2,0,2,3,0,272325,26264,58172,215085,318310,164791,3298,37254,52525,26408,57659,16788,0
22988,20000,2,2,1,79,3,4,3,3,4,0,48902,80880,28127,320437,250027,256152,30503,40835,27621,4688,51379,49139,1
22989,80000,1,4,2,45,0,-1,2,-1,-1,1,244387,374590,176606,221836,67379,228479,716,15958,5970,45061,53715,50312,0
22990,150000,2,1,2,34,0,-1,0,0,0,0,257118,273139,331804,15848,41661,359416,21057,21120,29523,57938,10460,4082,0
22991,300000,1,2,2,34,7,1,1,0,-1,2,73302,285237,303748,9789,227893,393071,16751,1381,28595,37605,2824,10278,1
22992,50000,2,3,2,40,0,4,-1,1,-1,3,294775,76793,392508,288410,82377,359786,16442,53875,36574,15835,39741,13585,1
22993,500000,1,3,1,60,-1,-1,0,1,-1,0,28730,391204,279855,394072,116476,69435,38649,9463,10702,47705,30443,44065,0
22994,10000,2,2,2,58,-1,-1,1,-1,0,0,323106,115799,225694,112705,151417,161158,41684,732,38263,47326,24612,53818,0
22995,80000,1,3,1,34,-1,-1,-1,0,0,3,12209,40689,15651,71540,28264,163278,56618,417,34927,27875,11370,13366,0
22996,500000,2,2,2,64,0,0,2,3,0,1,274185,14671,25715,275987,361603,130370,27047,32773,18161,11680,47303,20226,0
22997,30000,2,4,2,29,2,0,0,-1,-1,0,227177,282117,67151,-6840,53183,379785,2067,2328,3289,40107,35283,58692,1
22998,100000,2,3,2,21,5,-1,0,-1,-1,0,47193,201606,152815,332404,146076,98221,7628,26649,49224,31613,47725,57548,0
22999,80000,1,2,1,32,0,0,0,-1,2,-1,99152,278720,313389,48796,317803,122039,35711,45989,44650,48418,17050,1649,0
23000,50000,2,3,2,34,-1,-1,-1,5,-1,-1,11152,7065,193044,277843,209717,317498,10945,19739,12666,33258,28946,15478,0
23001,200000,2,2,1,74,3,8,3,-1,1,3,345725,265500,212466,392433,274687,97516,54306,17426,30716,10471,31143,49754,0
23002,100000,2,2,1,30,3,-1,2,0,-1,2,103658,158861,278478,215177,161458,292471,54818,41522,25745,52438,52769,26164,0
23003,200000,1,2,1,62,1,0,0,0,-1,2,275818,200363,95938,292520,266635,18972,52994,45121,28585,24297,9888,13804,1
23004,100000,2,3,2,26,5,-1,0,0,-1,0,225503,121548,280451,71630,274418,168436,40302,1687,57845,37991,53197,56380,1
23005,500000,1,4,2,67,0,7,0,8,0,0,382001,295391,183560,194679,204944,210337,16665,5658,48894,25189,26769,45400,0
23006,80000,1,2,1,65,0,2,0,-1,-1,5,94475,152550,306891,210135,95222,44791,11637,31015,1333,40421,26585,23044,0
23007,200000,1,3,2,37,0,5,7,2,6,2,256171,163474,325818,397310,48273,182061,47856,11308,8259,51298,24014,59102,1
23008,150000,1,3,1,58,1,0,0,1,0,-1,253992,399467,66835,272383,308953,124822,22684,23686,37773,159,12261,30409,1
23009,300000,2,2,1,49,-1,0,3,0,-1,0,323140,351715,40770,261231,386881,96498,7183,26819,53455,30623,49251,6386,0
23010,300000,2,3,3,60,3,-1,0,0,1,-1,111841,119160,249277,30189,-5347,311033,3126,10357,41145,47914,35001,25192,0
23011,30000,1,3,3,67,3,7,-1,-1,0,1,329681,255463,35838,301963,359546,347852,47626,955,9730,41385,31109,29236,1
23012,50000,2,3,2,35,0,3,3,-1,2,-1,50088,316969,70768,125500,190096,159117,41166,44294,25626,42883,54780,55690,0
23013,50000,2,2,1,49,-1,0,8,7,0,0,198613,262012,152035,192797,10182,252652,55512,31707,1764,52973,27607,34109,0
23014,80000,2,3,1,79,1,-1,1,0,0,4,162162,212543,56778,89515,98366,70503,47891,16656,38323,14966,42426,54232,1
23015,80000,2,3,1,37,0,5,-1,-1,0,1,10352,87603,144749,277984,15798,271942,56289,6616,16097,59476,48276,19226,0
23016,10000,1,2,1,76,-1,1,-1,0,-1,1,390185,247142,295415,376323,142294,307160,54443,15589,35205,32786,57455,14770,1
23017,300000,1,2,3,55,-1,4,6,0,0,5,86930,149386,193538,365395,168853,385018,59182,6834,55656,2941,11091,6882,0
23018,300000,2,3,1,46,-1,-1,2,0,6,1,223325,14821,81234,204207,306243,332440,5629,15303,32046,41296,27462,46635,0
23019,150000,2,1,2,62,0,5,0,-1,0,0,302610,257659,259201,79106,229350,99016,1936,40775,22723,54449,54073,8766,0
23020,50000,2,3,1,30,-1,-1,0,0,-1,-1,54687,368583,338202,250484,8722,224233,41314,30627,33889,11773,2359,37072,0
23021,300000,2,2,2,42,-1,3,3,2,-1,-1,159459,220650,92702,119669,338885,153620,11990,27311,38579,7495,33250,23047,0
23022,30000,2,2,2,35,-1,-1,0,3,-1,0,216364,357897,249197,247425,225165,178962,2811,52312,30830,835,8057,39289,0
23023,50000,1,3,1,24,6,-1,-1,3,2,2,244779,3675,202894,132063,158650,52861,17873,29060,29630,48493,586,52700,1
23024,500000,1,2,1,52,-1,0,0,1,-1,3,22995,232094,132570,276066,289507,301007,15225,4576,45338,7811,54452,15118,0
23025,500000,1,2,2,41,0,2,0,-1,0,-1,127812,208579,145749,138080,84208,52989,47601,22437,49138,47470,37312,37071,0
23026,100000,1,2,1,64,-1,-1,0,-1,0,0,248145,64056,38755,241230,371799,182402,26918,10098,21831,4322,29586,31924,0
23027,20000,2,3,1,66,7,-1,2,1,-1,-1,268888,321650,176123,42780,116985,23358,46786,48899,10039,55848,15526,51093,1
23028,20000,1,2,2,25,0,0,2,4,-1,-1,128262,195518,19085,362176,-754,230921,41100,46018,45404,7973,29097,6254,0
23029,500000,2,3,2,56,-1,0,-1,-1,1,-1,176397,30150,37761,302196,245289,163161,50662,34845,46368,29374,56549,37607,0
23030,30000,2,4,2,71,1,0,1,-1,-1,-1,323059,377366,251658,276682,34498,97731,24962,42041,54474,41363,207,10289,1
23031,150000,1,3,2,29,-1,-1,-1,2,1,-1,123014,132264,356741,384861,231017,78497,59923,20511,34704,30066,41428,23261,0
23032,50000,1,2,1,34,1,-1,0,6,-1,4,29601,329647,50889,107205,304504,-5601,13991,51677,56233,36461,28395,52258,0
23033,80000,2,2,2,45,0,0,-1,-1,2,-1,143649,56548,392063,22057,25399,141295,50555,7949,23278,42499,29343,33525,0
23034,500000,2,2,1,71,-1,0,-1,-1,2,0,122356,3186,269372,206818,90642,396695,31047,1674,44569,879,24339,15390,0
23035,100000,1,2,1,57,0,0,3,0,6,0,225655,170757,312585,365189,161430,139336,46056,9673,909,54800,45959,10166,0
23036,80000,1,2,3,54,-1,-1,-1,0,-1,5,210731,292481,37153,52600,315314,38769,31046,41054,54979,25491,53676,16268,0
23037,80000,2,2,2,62,5,2,0,0,-1,2,283131,349353,164275,98104,281533,379478,1943,24015,32195,34474,8246,41507,1
23038,30000,2,3,1,52,2,-1,1,-1,-1,-1,392319,102346,299465,330714,185372,72641,32259,27994,27842,19362,8319,24351,1
23039,100000,2,3,2,59,0,-1,1,-1,3,1,229031,297097,17136,80075,-8256,43101,21126,26578,4774,30127,28110,1843,0
23040,100000,1,3,2,32,0,0,-1,-1,-1,0,269638,390325,2126,364091,345964,264931,11073,51626,59150,47413,23448,19076,0
23041,10000,1,2,1,41,-1,-1,-1,-1,0,-1,-7535,40993,154510,390654,7114,382142,10024,8894,28852,26258,18987,20267,0
23042,80000,2,2,1,56,0,1,-1,-1,-1,0,290026,63431,159066,87936,226482,372521,16304,52776,13988,43658,58562,29154,0
23043,150000,1,3,2,59,6,-1,6,0,-1,0,107270,45722,259374,314014,131501,224539,31783,8270,40838,44033,20805,41638,0
23044,10000,2,3,2,49,0,1,0,-1,3,0,133740,162216,26444,81225,321362,318189,22851,51398,11152,28784,21461,22554,1
23045,500000,2,2,2,57,2,-1,6,1,-1,0,34319,175277,47174,81418,289017,380231,30661,55598,10953,22263,22601,29196,0
23046,300000,2,1,1,55,-1,-1,-1,-1,-1,1,386798,168173,256024,38002,101902,-4250,26140,58897,43066,46202,32840,4243,0
23047,150000,2,3,2,76,0,5,0,0,0,-1,188114,54475,206801,64429,197421,-6647,48509,18091,53273,35967,25359,12733,1
23048,10000,2,2,1,75,-1,3,0,-1,0,8,159953,273556,183496,237385,210942,266338,41908,21786,14624,21437,48453,7954,0
23049,100000,2,2,2,37,-1,-1,1,0,3,-1,117972,286861,73800,-7227,334453,250408,34267,32381,6211,26074,10732,28346,0
23050,300000,1,1,2,32,-1,0,1,-1,0,0,355724,119066,383135,364441,399317,325757,46292,58948,16226,44007,8225,27075,0
23051,10000,1,2,2,52,-1,-1,-1,1,1,0,394805,152237,270510,127217,115747,59074,1624,26758,30429,48238,34374,38508,1
23052,200000,1,2,1,66,-1,2,-1,0,0,0,352360,59126,181047,-8987,383275,213557,10944,37247,33744,52111,5762,5309,0
23053,300000,2,1,2,25,-1,-1,-1,-1,2,4,33166,318007,26575,339456,321908,-3208,49097,39884,20223,45973,19764,36661,0
23054,10000,1,2,2,56,-1,8,0,1,0,-1,242208,218131,13085,392265,166100,-4230,59382,45468,16921,4738,21068,21407,1
23055,30000,2,3,1,44,-1,-1,-1,1,-1,0,42431,278995,310013,351072,18086,96802,55109,25962,55011,35667,33372,35278,0
23056,200000,2,3,1,79,0,-1,-1,2,2,-1,359281,77023,270944,36093,194453,186857,11749,273,20867,31384,46282,610,0
23057,500000,1,2,2,58,-1,5,0,4,0,0,219733,376331,221278,88476,144476,167849,36162,25184,14437,28735,54745,28779,0
23058,200000,2,2,1,38,0,1,0,1,0,5,228168,296467,388665,191771,52118,-2738,44696,11983,15323,48468,17042,19665,0
23059,100000,1,1,2,72,0,-1,0,-1,0,-1,14540,19337,98911,226973,332301,167410,45558,3530,56577,4230,24573,16,0
23060,150000,1,4,1,73,0,5,-1,3,0,0,248241,51241,217123,141947,332829,59171,6542,48009,17390,11720,22476,59889,1
23061,100000,2,1,1,42,0,-1,-1,-1,-1,-1,274018,250473,301762,212275,215747,56956,16877,42622,47811,16516,3286,9020,0
23062,100000,2,4,1,33,2,-1,0,0,6,0,70655,103105,344588,367736,54852,244230,56723,56278,34234,38136,51950,5673,0
23063,200000,2,3,1,26,2,0,-1,0,1,0,267755,265431,257272,-6947,27680,316523,48007,16941,3598,8827,21673,17379,1
23064,10000,1,3,2,60,0,0,0,2,0,0,50911,14458,352626,331476,218055,296275,21330,30401,48176,51672,34833,44884,1
23065,30000,2,2,2,21,2,3,0,2,0,0,30909,368505,109868,232947,2608,230785,13680,53154,20225,14341,16333,29968,1
23066,10000,1,3,1,60,-1,-1,0,1,-1,-1,255330,117616,251313,319175,1644,80589,14458,51651,24965,21423,57086,22374,0
23067,200000,2,2,1,21,0,1,-1,0,0,0,297392,266499,180567,103358,312229,283764,39595,30666,2561,49876,1274,55820,1
23068,200000,1,3,1,48,-1,1,0,2,0,8,70609,296312,105707,1855,223207,305898,36257,36096,36184,36807,2335,1870,0
23069,10000,2,3,2,77,6,-1,-1,-1,1,2,293618,351152,237398,379440,251978,289621,26676,33508,48342,26507,41897,40966,1
23070,20000,2,3,1,45,0,0,-1,0,-1,-1,82125,140287,120497,294167,225533,-7545,27014,25822,32652,22372,7448,29268,0
23071,30000,1,3,3,41,0,-1,4,-1,0,-1,91344,59929,6097,303081,-69,227963,54057,10162,15655,14676,9098,40238,0
23072,30000,1,4,2,77,2,0,0,3,1,-1,122674,326344,194054,296500,34691,27705,4963,43085,49126,20167,23301,46015,1
23073,100000,1,2,3,50,0,-1,-1,-1,-1,1,228140,151926,40269,120494,212375,183322,11207,57630,55157,52209,30101,4476,0
23074,80000,2,3,1,64,0,-1,-1,1,1,0,324915,366224,320092,141770,123820,283156,8596,16017,35599,62,5276,23437,0
23075,50000,2,1,3,77,0,0,0,0,2,0,127627,176809,329077,63080,66832,231652,40910,17913,3759,53940,12358,32735,0
23076,20000,2,2,3,65,3,0,-1,1,-1,1,391676,126713,362053,-7280,333030,155491,48322,56819,59320,27881,3911,58003,1
23077,150000,1,2,1,35,0,-1,4,0,1,-1,357823,344433,234043,45058,264204,264846,6335,41168,35055,58662,1128,45459,0
23078,200000,2,2,3,66,-1,7,0,0,1,0,382866,129668,254739,198785,351949,144915,25523,17078,11648,50658,11213,35654,0
23079,150000,1,2,2,45,-1,1,6,-1,-1,1,280391,3385,267332,105293,111876,160999,35031,24580,52120,55844,44893,3187,0
23080,300000,1,2,1,38,0,2,0,-1,0,3,3779,292220,238870,154083,360078,332504,53928,34630,36595,16319,10956,17489,1
23081,500000,1,2,2,22,1,-1,4,0,-1,-1,284335,-6497,229827,90484,123619,292619,33372,5932,35978,23483,36062,1135,0
23082,300000,2,3,1,31,0,-1,4,0,0,3,182701,19370,140659,322071,361834,288735,36732,25627,23323,27913,54223,58009,0
23083,150000,2,2,2,45,0,2,1,0,-1,-1,279117,280090,128079,190734,171229,178591,4197,35970,29386,39476,49067,57264,0
23084,10000,2,4,2,30,0,-1,1,-1,-1,0,82159,323079,13062,69381,344225,236364,46950,58599,50600,9799,4266,55441,0
23085,50000,1,2,1,32,3,3,-1,-1,3,0,227413,211827,30680,155097,59247,182135,5358,57820,21142,1004,34341,29774,1
23086,80000,2,1,1,56,-1,0,1,-1,2,-1,23308,246069,215141,298162,357179,268672,47284,45906,9944,15408,44347,8769,0
23087,200000,2,3,1,60,2,-1,1,2,0,-1,46426,107384,340956,223941,303759,339032,2732,6229,56608,40293,41139,45555,0
23088,300000,1,3,2,47,-1,1,0,3,-1,-1,44659,52486,356108,97778,32236,19910,9783,12530,27216,27609,27962,30307,0
23089,150000,1,2,1,57,0,5,3,-1,0,0,278317,35043,281972,144425,208786,320617,33931,23787,19576,45567,5459,10274,0
23090,50000,1,1,2,40,1,0,1,-1,-1,0,110461,388857,61787,131796,305573,156495,23231,45564,12659,32823,27479,36769,0
23091,200000,1,3,2,28,0,4,-1,1,0,2,295026,276679,353331,44915,285945,330533,59298,49074,46293,19310,5281,29366,0
23092,150000,1,4,2,30,-1,-1,0,1,7,0,329559,40946,310616,368681,87643,-2764,27171,30658,22241,58305,12468,27633,0
23093,200000,1,4,2,67,-1,-1,0,7,1,1,288117,133347,59844,254877,90828,208934,59810,42860,52550,24056,1572,42064,0
23094,100000,1,2,3,35,5,2,4,0,-1,0,288786,110469,381591,752,128270,42272,4671,45437,21543,36046,13114,39611,0
23095,150000,2,2,2,46,0,7,0,0,0,6,141186,382982,286516,36127,86875,375071,25122,41106,42293,56277,9834,23529,0
23096,50000,2,2,2,39,1,0,2,0,0,5,281425,61502,209488,11137,254981,123968,34364,53078,22233,23337,7444,40367,0
23097,50000,1,3,2,66,-1,2,0,2,0,8,326734,340658,59625,212922,399158,48766,57655,25011,8567,49221,14497,5139,1
23098,30000,1,1,2,58,5,-1,1,3,-1,0,363989,196575,118937,150498,69406,275614,39852,14624,14336,36679,47024,38064,1
23099,30000,1,2,1,26,1,0,0,0,-1,0,-6862,110408,61261,349133,379994,360307,48014,38174,53227,15789,52881,6038,1
23100,150000,2,4,2,58,0,-1,0,4,0,0,170625,124065,302680,297975,373747,194780,18896,36329,54909,42866,48903,15096,0
23101,50000,2,1,1,62,1,1,0,0,3,1,175620,44637,90523,357764,229198,130249,44676,10244,14195,49952,57980,13452,1
23102,20000,1,2,1,62,-1,-1,0,0,0,3,216627,343716,-6215,370568,95619,214098,3077,40127,56373,55044,14416,50107,0
23103,10000,2,3,1,56,5,0,-1,-1,0,0,362528,348787,170170,392709,342394,196677,42402,294,41135,47448,25620,40089,1
23104,300000,2,4,1,65,8,0,-1,1,-1,0,112452,220959,252931,91585,88314,399458,5559,47173,1687,50926,59550,37226,0
23105,80000,2,4,1,23,-1,1,-1,2,7,1,36692,142269,97393,83357,319296,245728,48429,58615,57636,28889,14582,35238,0
23106,100000,2,2,2,63,0,-1,-1,2,0,-1,210904,43681,309659,197344,392660,66961,42563,10457,4629,3092,17819,11744,0
23107,500000,2,3,2,65,1,-1,6,2,0,0,237618,281707,190245,281018,299601,171492,48059,59528,58664,4754,34107,528,1
23108,20000,1,4,2,24,0,0,-1,0,2,2,181616,171770,395457,237474,338929,263318,25558,6186,15520,55021,10294,48409,0
23109,500000,2,3,2,76,5,0,2,2,0,-1,220305,110622,172066,258147,393351,319512,39521,34384,19802,9895,39127,14097,0
23110,200000,1,2,1,58,-1,0,-1,-1,-1,6,264910,132496,256566,34641,-607,269910,42551,54860,24273,46223,6937,49321,0
23111,150000,1,3,2,72,-1,1,1,0,0,-1,4933,265275,352311,83914,785,106360,29327,1328,10987,51589,45088,10063,0
23112,80000,2,2,2,74,0,-1,-1,0,-1,2,218515,344761,2710,362218,253056,153655,19025,6148,6546,50467,13186,53496,0
23113,200000,1,2,1,22,-1,-1,3,2,-1,-1,333717,330869,319841,307626,98464,59369,27909,1308,50003,9280,17085,57382,0
23114,30000,1,2,2,79,-1,-1,0,1,-1,0,7828,270849,317094,326415,136586,5770,10097,59411,24996,7907,42760,22040,0
23115,50000,2,2,1,60,0,-1,2,-1,3,3,-9660,57071,311211,53253,70998,184379,19316,17505,3760,29115,32449,47232,0
23116,500000,2,3,2,22,0,-1,0,-1,3,2,283315,188216,175911,9044,346666,78664,46566,136,5662,46750,15182,17643,0
23117,30000,2,2,1,22,0,0,0,0,1,0,205040,134211,179476,-4041,266191,146398,47033,39455,14401,58401,16344,41046,0
23118,200000,2,2,1,45,4,0,0,-1,-1,0,3510,284331,1210,372867,6703,274804,10006,2070,31785,3717,30898,59535,0
23119,500000,1,2,1,35,1,1,-1,0,-1,0,245992,322473,48220,68984,231272,291489,19068,59365,36545,59306,28369,8823,1
23120,100000,2,3,2,36,5,1,-1,0,-1,0,18674,14518,68334,19181,207557,203179,28242,29612,59433,28543,9568,9859,0
23121,30000,1,3,2,64,-1,0,3,-1,-1,-1,93517,395251,260334,88968,182069,356594,13209,33735,19216,47228,18812,35804,0
23122,300000,2,3,2,32,0,-1,2,0,-1,0,393033,236224,64114,142885,-7924,381192,312,27843,12896,37319,56209,52551,0
23123,300000,1,3,2,75,-1,7,-1,1,0,3,167222,-1784,244089,298002,221995,166183,34814,3703,50089,6004,59587,49335,0
